Fighter Name,slpmSecondSplit,strAccSecondSplit,sapmSecondSplit,strDefSecondSplit,tdAvgSecondSplit,tdAccSecondSplit,tdDefSecondSplit,subAvgSecondSplit,X,Y
Takeshi Inoue,2.54,44,3.32,61,0.0,0,47,0.0,4, 0
Takeya Mizugaki,3.37,37,3.27,57,1.46,57,70,0.1,5, 8
Talita Bernardo,3.12,42,4.04,55,1.62,22,28,0.5,2, 0
Tamdan McCrory,2.07,49,1.6,46,2.28,50,33,2.5,0, 5
Tarec Saffiedine,4.05,47,3.06,62,0.52,36,84,0.1,8, 3
Tatiana Suarez,4.82,65,1.45,48,6.47,62,100,0.6,0, 8
Tatsuya Kawajiri,2.04,44,2.01,50,3.63,48,63,1.1,0, 7
Tatsuya Mizuno,2.25,37,3.52,53,1.19,25,40,3.6,2, 1
Taylor Lapilus,3.77,45,2.0,61,0.58,40,81,0.6,8, 4
Tecia Torres,4.04,47,3.46,62,0.67,14,52,0.1,6, 0
Teemu Packalen,2.57,54,3.91,47,2.31,25,100,1.5,1, 8
Terrion Ware,4.02,32,6.07,50,0.5,22,44,0.0,5, 1
Terry Etim,2.16,35,2.53,67,0.43,30,39,1.4,2, 1
Terry Martin,2.82,43,3.13,54,3.1,42,92,0.0,0, 8
Teruto Ishihara,3.26,44,3.63,53,0.5,16,30,0.0,3, 0
Thales Leites,2.13,40,2.99,52,2.1,27,30,1.1,1, 1
Thiago Alves,3.73,41,3.42,62,0.71,60,63,0.3,6, 7
Thiago Santos,4.44,47,2.19,57,0.83,40,68,0.1,7, 4
Thiago Silva,3.92,50,2.55,67,1.03,47,70,0.7,7, 5
Thiago Tavares,2.0,40,2.31,62,3.83,42,62,1.5,0, 6
Thibault Gouti,3.68,34,5.64,50,1.23,80,83,0.3,8, 6
Thomas Almeida,5.66,45,4.65,64,0.0,0,75,0.0,8, 0
Thomas Denny,2.36,45,4.69,40,1.48,17,42,1.5,3, 0
Thomas Diagne,4.53,48,4.53,63,2.0,100,66,0.0,8, 8
Tiago Trator,3.69,35,4.23,59,0.63,11,33,0.3,3, 0
Tiequan Zhang,1.23,36,2.14,51,1.95,58,75,3.4,2, 7
Tiki Ghosn,2.78,46,2.94,58,0.41,50,61,0.0,6, 7
Tim Boetsch,2.93,50,2.9,57,1.45,34,59,0.8,5, 3
Tim Credeur,3.59,30,3.13,57,0.41,100,50,3.3,7, 8
Tim Elliott,3.49,46,2.57,60,4.14,57,60,1.2,0, 7
Tim Hague,2.79,47,4.14,46,1.72,33,85,0.9,8, 3
Tim Johnson,3.43,45,3.08,44,1.09,24,69,0.0,6, 1
Tim Kennedy,2.78,47,1.84,62,2.58,35,70,0.7,3, 8
Tim Means,4.87,45,3.44,62,0.91,44,63,0.2,8, 4
Tim Sylvia,4.23,41,2.61,61,0.11,100,75,0.1,8, 8
Tito Ortiz,2.59,46,2.88,60,2.47,35,54,0.6,4, 4
TJ Dillashaw,5.37,41,3.03,65,1.68,37,86,1.0,8, 4
TJ Grant,3.95,54,3.21,56,1.63,43,36,0.6,5, 3
TJ Waldburger,2.02,51,2.39,40,3.03,46,40,4.8,1, 6
Todd Duffee,5.93,37,2.87,56,0.72,25,90,0.0,8, 2
Todd Moore,1.83,26,2.3,57,0.78,14,54,0.0,3, 0
Tokimitsu Ishizawa,1.34,30,2.99,59,2.74,18,0,0.0,0, 0
Tom Breese,3.55,50,2.73,62,0.0,0,75,0.3,7, 0
Tom Erikson,0.94,47,1.87,25,4.68,60,100,6.2,2, 8
Tom Lawlor,2.5,42,2.41,60,2.46,32,57,1.4,3, 5
Tom Niinimaki,1.91,54,2.31,58,2.97,46,33,0.5,0, 5
Tom Watson,4.01,44,4.41,50,0.15,7,43,0.0,5, 0
Tomasz Drwal,3.29,38,2.26,57,3.55,60,82,0.4,0, 8
Tony DeSouza,1.12,52,1.57,41,2.25,42,40,1.5,0, 5
Tony Ferguson,5.81,45,3.75,63,0.56,42,75,1.4,8, 4
Tony Fryklund,3.49,39,6.5,43,0.0,0,66,0.5,7, 0
Tonya Evinger,1.16,42,4.02,38,0.93,30,33,0.9,1, 0
Tor Troeng,1.16,46,3.26,32,0.62,7,66,0.3,4, 0
Tra Telligman,1.83,35,3.02,56,0.87,100,80,0.0,7, 8
Travis Browne,2.93,41,4.31,42,1.21,68,75,0.2,5, 8
Travis Wiuff,0.48,30,4.03,41,4.84,57,44,1.2,0, 5
Trevin Giles,3.61,56,1.75,63,1.47,100,73,0.2,8, 8
Trevor Prangley,2.59,60,2.02,48,3.38,55,74,1.0,1, 8
Trevor Smith,3.29,55,3.31,51,1.7,32,60,0.7,6, 3
Tsuyoshi Kohsaka,1.88,38,4.41,54,1.32,20,33,0.4,2, 0
Tyler Toner,2.95,52,2.13,62,0.0,0,54,0.4,5, 0
Tyron Woodley,2.5,49,2.58,57,1.21,41,92,0.5,3, 8
Tyson Griffin,3.71,41,2.3,65,1.87,46,59,0.9,6, 5
Tyson Pedro,2.7,62,2.55,48,0.74,25,52,1.5,4, 0
Ulka Sasaki,2.16,41,2.5,50,3.03,43,41,1.2,0, 5
Uriah Hall,3.31,50,3.57,53,0.75,38,69,0.2,7, 3
Urijah Faber,2.65,40,2.59,64,1.54,30,58,0.8,4, 4
Vagner Rocha,2.64,42,4.5,48,1.4,33,50,1.9,4, 2
Valentijn Overeem,0.93,34,1.49,58,1.86,50,0,4.7,0, 2
Valentina Shevchenko,3.06,50,2.12,63,2.09,54,77,0.4,7, 6
Valerie Letourneau,4.51,37,5.4,58,0.77,45,66,0.3,8, 3
Vaughan Lee,3.47,47,2.07,70,0.81,33,72,1.0,7, 4
Vernon White,2.11,38,2.2,54,0.88,28,44,0.0,3, 1
Veronica Macedo,3.13,39,5.06,43,0.57,18,46,0.6,4, 0
Vicente Luque,5.18,53,5.34,51,0.82,50,64,1.0,8, 4
Vik Grujic,2.24,48,3.39,41,1.18,33,26,0.4,0, 0
Viktor Pesta,1.58,36,2.54,56,3.29,28,100,0.0,0, 8
Vinc Pichel,3.29,45,2.55,56,4.0,60,22,0.4,0, 5
Vinny Magalhaes,2.14,24,3.97,68,1.55,44,66,0.8,4, 5
Viscardi Andrade,3.26,42,2.77,63,1.93,50,66,0.3,6, 6
Vitor Belfort,1.59,46,2.83,50,1.02,60,53,0.6,5, 8
Vitor Miranda,2.98,45,2.95,58,0.95,55,50,0.2,6, 8
Vitor Ribeiro,1.0,28,1.95,48,1.58,26,100,1.2,3, 8
Viviane Pereira,2.7,30,4.48,58,0.25,100,28,0.2,7, 8
Vladimir Matyushenko,1.9,44,1.62,59,3.25,46,70,0.1,0, 7
Volkan Oezdemir,4.88,45,4.14,55,0.39,22,80,0.0,8, 1
Wagner da Conceicao Martins,1.91,37,5.43,42,2.2,100,100,0.0,0, 8
Wagnney Fabiano,1.19,38,0.66,70,3.44,64,100,0.4,0, 8
Walel Watson,2.1,29,3.79,43,0.0,0,61,1.4,4, 0
Wallid Ismail,0.92,31,0.83,44,1.85,28,0,0.5,0, 1
Walt Harris,2.96,38,2.68,61,0.35,33,76,0.2,8, 1
Wanderlei Silva,2.79,40,2.19,60,0.97,53,62,0.6,5, 8
Warlley Alves,3.01,46,3.69,50,1.39,52,75,1.0,4, 8
Waylon Lowe,1.88,55,2.4,53,4.47,55,83,0.3,0, 8
Weili Zhang,6.38,45,4.43,53,1.26,23,100,0.5,8, 3
Wes Sims,0.98,51,2.95,37,0.0,0,40,2.3,2, 0
Wesley Correira,2.6,36,8.8,40,0.0,0,90,0.0,8, 0
Will Brooks,4.26,59,2.54,56,2.08,51,82,0.3,8, 5
Will Campuzano,2.43,31,3.82,57,0.88,45,48,0.2,3, 3
William Patolino,4.92,54,3.96,65,1.85,45,78,0.0,8, 4
Willie Gates,1.8,38,4.28,38,0.0,0,67,0.4,4, 0
Wilson Gouveia,3.02,39,4.06,56,0.9,66,57,2.2,5, 8
Wilson Reis,1.83,29,3.04,55,5.15,42,47,0.6,0, 5
Xiaonan Yan,6.72,42,3.88,63,1.2,75,70,0.0,8, 6
Yair Rodriguez,4.33,45,3.13,57,0.9,29,63,0.9,7, 2
Yan Cabral,2.02,47,1.98,62,2.89,35,37,1.2,0, 5
Yana Kunitskaya,5.05,52,4.12,49,2.39,53,20,0.3,0, 4
Yancy Medeiros,4.05,35,5.38,46,0.12,25,76,0.5,8, 0
Yao Zhikui,1.44,21,2.82,48,0.66,16,58,0.0,3, 0
Yaotzin Meza,1.43,41,1.62,64,1.06,20,18,1.4,0, 0
Yoel Romero,3.44,49,3.05,60,1.57,30,78,0.0,8, 3
Yosdenis Cedeno,1.64,29,1.6,67,0.0,0,31,0.3,2, 0
Yoshihiro Akiyama,3.1,41,3.62,57,2.29,67,92,1.0,1, 8
Yoshihisa Yamamoto,1.65,38,3.05,53,1.0,20,50,0.6,3, 0
Yoshiki Takahashi,2.26,51,6.47,44,0.0,0,66,2.3,5, 0
Yoshiro Maeda,2.36,33,2.55,63,2.93,51,50,0.7,0, 5
Yoshiyuki Yoshida,0.85,36,3.67,36,1.41,28,25,2.8,0, 0
Yosuke Nishijima,1.72,37,5.59,56,0.0,0,0,0.0,0, 0
Yuki Kondo,1.14,42,2.57,51,0.76,41,37,0.5,2, 2
Yushin Okami,2.06,38,2.25,60,1.98,39,84,0.5,3, 8
Yves Edwards,2.91,42,2.34,66,0.76,53,69,0.7,5, 8
Yves Jabouin,3.06,41,2.93,62,1.94,60,82,0.1,5, 8
Zabit Magomedsharipov,4.89,48,3.0,64,5.22,56,77,0.8,0, 8
Zach Makovsky,1.94,43,2.24,62,3.71,30,56,0.3,0, 6
Zak Cummings,2.47,32,2.75,53,0.75,28,62,0.8,4, 2
Zak Ottow,2.63,36,2.73,58,0.97,29,57,0.4,4, 2
Zelg Galesic,4.86,62,0.61,66,1.3,100,20,1.3,8, 8
Zubaira Tukhugov,2.58,38,2.07,68,2.88,56,100,0.0,0, 8
